Epoch,sequential,RelatedTo,MannerOf,MadeOf,AtLocation,PartOf,Antonym,NotHasProperty,IsA,Synonym,DistinctFrom,DerivedFrom,UsedFor,CausesDesire,MotivatedByGoal,Desires,Causes,SimilarTo,HasSubevent,HasLastSubevent,CapableOf,HasProperty,HasPrerequisite,HasContext,CreatedBy,NotDesires,HasA,Entails,ReceivesAction,FormOf,HasFirstSubevent,DefinedAs,LocatedNear,NotCapableOf,InstanceOf
1,0.9729228615760803,0.9502219557762146,1.0888192653656006,0.9196439385414124,0.9293840527534485,0.9757705926895142,1.0426183938980103,0.880945086479187,0.9628532528877258,1.0366289615631104,1.0742965936660767,1.004425287246704,1.0872095823287964,0.8746253848075867,0.9966059923171997,1.0058237314224243,0.7874976992607117,0.939116358757019,0.9789026975631714,0.9719451665878296,1.051807165145874,1.0103402137756348,1.040529727935791,0.9225185513496399,1.0994820594787598,0.7790803909301758,0.9913194179534912,1.0536967515945435,0.8894258141517639,0.7681776285171509,0.8831181526184082,1.0783028602600098,0.9511821269989014,0.8806888461112976,0.9209066033363342
2,0.9735027551651001,0.9502199292182922,1.088816523551941,0.9196416735649109,0.9293816685676575,0.9757683873176575,1.0426160097122192,0.8809431791305542,0.9628511071205139,1.0366262197494507,1.074294090270996,1.004422903060913,1.0872068405151367,0.8746233582496643,0.996603786945343,1.0058214664459229,0.7874956130981445,0.9391142129898071,0.9789006114006042,0.9719427227973938,1.051804542541504,1.0103380680084229,1.04052734375,0.9225163459777832,1.0994793176651,0.7790786027908325,0.991317093372345,1.053694248199463,0.8894238471984863,0.7681758403778076,0.8831163644790649,1.07830011844635,0.951180100440979,0.88068687915802,0.9209042191505432
3,0.9725435972213745,0.9502113461494446,1.0888054370880127,0.9196322560310364,0.92937171459198,0.9757592082023621,1.0426061153411865,0.8809350728988647,0.9628423452377319,1.0366151332855225,1.0742835998535156,1.0044130086898804,1.0871955156326294,0.8746150135993958,0.9965946674346924,1.0058120489120483,0.7874872088432312,0.9391055107116699,0.978891909122467,0.9719328284263611,1.0517940521240234,1.010329246520996,1.0405176877975464,0.9225074052810669,1.0994677543640137,0.7790716290473938,0.9913074374198914,1.0536837577819824,0.889415442943573,0.7681683897972107,0.8831088542938232,1.0782889127731323,0.9511719346046448,0.8806788921356201,0.920894205570221
4,0.974494218826294,0.9502113461494446,1.0888054370880127,0.9196322560310364,0.92937171459198,0.9757592082023621,1.0426061153411865,0.8809350728988647,0.9628423452377319,1.0366151332855225,1.0742835998535156,1.0044130086898804,1.0871955156326294,0.8746150135993958,0.9965946674346924,1.0058120489120483,0.7874872088432312,0.9391055107116699,0.978891909122467,0.9719328284263611,1.0517940521240234,1.010329246520996,1.0405176877975464,0.9225074052810669,1.0994677543640137,0.7790716290473938,0.9913074374198914,1.0536837577819824,0.889415442943573,0.7681683897972107,0.8831088542938232,1.0782889127731323,0.9511719346046448,0.8806788921356201,0.920894205570221
5,0.9730786681175232,0.9502113461494446,1.0888054370880127,0.9196322560310364,0.92937171459198,0.9757592082023621,1.0426061153411865,0.8809350728988647,0.9628423452377319,1.0366151332855225,1.0742835998535156,1.0044130086898804,1.0871955156326294,0.8746150135993958,0.9965946674346924,1.0058120489120483,0.7874872088432312,0.9391055107116699,0.978891909122467,0.9719328284263611,1.0517940521240234,1.010329246520996,1.0405176877975464,0.9225074052810669,1.0994677543640137,0.7790716290473938,0.9913074374198914,1.0536837577819824,0.889415442943573,0.7681683897972107,0.8831088542938232,1.0782889127731323,0.9511719346046448,0.8806788921356201,0.920894205570221
6,0.9744445085525513,0.9502113461494446,1.0888054370880127,0.9196322560310364,0.92937171459198,0.9757592082023621,1.0426061153411865,0.8809350728988647,0.9628423452377319,1.0366151332855225,1.0742835998535156,1.0044130086898804,1.0871955156326294,0.8746150135993958,0.9965946674346924,1.0058120489120483,0.7874872088432312,0.9391055107116699,0.978891909122467,0.9719328284263611,1.0517940521240234,1.010329246520996,1.0405176877975464,0.9225074052810669,1.0994677543640137,0.7790716290473938,0.9913074374198914,1.0536837577819824,0.889415442943573,0.7681683897972107,0.8831088542938232,1.0782889127731323,0.9511719346046448,0.8806788921356201,0.920894205570221
7,0.974098801612854,0.9502113461494446,1.0888054370880127,0.9196322560310364,0.92937171459198,0.9757592082023621,1.0426061153411865,0.8809350728988647,0.9628423452377319,1.0366151332855225,1.0742835998535156,1.0044130086898804,1.0871955156326294,0.8746150135993958,0.9965946674346924,1.0058120489120483,0.7874872088432312,0.9391055107116699,0.978891909122467,0.9719328284263611,1.0517940521240234,1.010329246520996,1.0405176877975464,0.9225074052810669,1.0994677543640137,0.7790716290473938,0.9913074374198914,1.0536837577819824,0.889415442943573,0.7681683897972107,0.8831088542938232,1.0782889127731323,0.9511719346046448,0.8806788921356201,0.920894205570221
8,0.9743444919586182,0.9502113461494446,1.0888054370880127,0.9196322560310364,0.92937171459198,0.9757592082023621,1.0426061153411865,0.8809350728988647,0.9628423452377319,1.0366151332855225,1.0742835998535156,1.0044130086898804,1.0871955156326294,0.8746150135993958,0.9965946674346924,1.0058120489120483,0.7874872088432312,0.9391055107116699,0.978891909122467,0.9719328284263611,1.0517940521240234,1.010329246520996,1.0405176877975464,0.9225074052810669,1.0994677543640137,0.7790716290473938,0.9913074374198914,1.0536837577819824,0.889415442943573,0.7681683897972107,0.8831088542938232,1.0782889127731323,0.9511719346046448,0.8806788921356201,0.920894205570221
9,0.9745337963104248,0.9502113461494446,1.0888054370880127,0.9196322560310364,0.92937171459198,0.9757592082023621,1.0426061153411865,0.8809350728988647,0.9628423452377319,1.0366151332855225,1.0742835998535156,1.0044130086898804,1.0871955156326294,0.8746150135993958,0.9965946674346924,1.0058120489120483,0.7874872088432312,0.9391055107116699,0.978891909122467,0.9719328284263611,1.0517940521240234,1.010329246520996,1.0405176877975464,0.9225074052810669,1.0994677543640137,0.7790716290473938,0.9913074374198914,1.0536837577819824,0.889415442943573,0.7681683897972107,0.8831088542938232,1.0782889127731323,0.9511719346046448,0.8806788921356201,0.920894205570221
10,0.9750219583511353,0.9502113461494446,1.0888054370880127,0.9196322560310364,0.92937171459198,0.9757592082023621,1.0426061153411865,0.8809350728988647,0.9628423452377319,1.0366151332855225,1.0742835998535156,1.0044130086898804,1.0871955156326294,0.8746150135993958,0.9965946674346924,1.0058120489120483,0.7874872088432312,0.9391055107116699,0.978891909122467,0.9719328284263611,1.0517940521240234,1.010329246520996,1.0405176877975464,0.9225074052810669,1.0994677543640137,0.7790716290473938,0.9913074374198914,1.0536837577819824,0.889415442943573,0.7681683897972107,0.8831088542938232,1.0782889127731323,0.9511719346046448,0.8806788921356201,0.920894205570221
